channel,snr_db,ber,num_bits
AWGN,0,0.002422,1000000
AWGN,2,0.000183,1000000
AWGN,4,5e-06,1000000
AWGN,6,0.0,1000000
AWGN,8,0.0,1000000
AWGN,10,0.0,1000000
AWGN,12,0.0,1000000
AWGN,14,0.0,1000000
AWGN,16,0.0,1000000
AWGN,18,0.0,1000000
AWGN,20,0.0,1000000
